,Species,Intercept,Corrs,MAE,MAE_Base,bFFP_Annual,NFFD_wt_Annual,PAS_wt_Annual,NFFD_sp_Annual,PAS_sp_Annual
1117,Juncus canadensis,244.28,0,24.6568,24.6568,0,0,-6.79E-18,0,0
1118,Juncus confusus,336.0158783,0.116747415,18.97543226,20.60434286,-0.708474543,0.678183814,-0.000601997,-1.116909313,0.043772333
1119,Juncus drummondii,207.3027062,0.065258259,15.60349793,16.16428195,0,0,0.019589841,0,0.013047888
1120,Juncus dubius,99.45948556,0.093899304,39.98525661,42.5982469,0.596768103,0.572161265,0.140229975,0.230284363,-0.36240772
1121,Juncus dudleyi,193.6095238,0,28.9814059,28.9814059,0,0,0,0,0
1122,Juncus effusus,171.6629721,0.052830614,30.99395455,31.56281481,0.26175223,0.603429004,-0.003137255,-0.32835954,0.007526544
1123,Juncus ensifolius,204.1373375,0.055026749,21.57984466,22.42266275,0,0,0.015606135,0,0.051553374
1124,Juncus interior,192.3745543,0.191518452,39.08231951,44.04224195,0.181580615,-0.662853993,0,0,0
1125,Juncus longistylis,207.1217391,0,21.16793951,21.16793951,0,0,5.74E-18,0,0
1126,Juncus macrophyllus,177.5311049,0.069258216,34.38723156,36.73491276,0.212880547,0,0,0,0
1127,Juncus mertensianus,207.9763803,0.073452726,15.10524631,15.67216001,0,0,0.017697359,0,0.007661017
1128,Juncus nevadensis,199.5152525,0.096188323,19.9651143,21.20349884,0,0,0.030515547,0,0.01807847
1129,Juncus orthophyllus,191.9756847,0.288519628,18.59446823,22.50570316,0,0,0.076916658,0,0
1130,Juncus parryi,209.4346492,0.099546,16.54899968,17.34397083,0,0.261600156,0.015519705,-0.351598058,0.014721896
1131,Juncus saximontanus,209.1817627,0.015108268,29.45703445,29.77351416,0,0,0.037216489,0,0
1132,Juncus tenuis,182.5427876,0.057811845,27.42137152,28.63621684,0.116096832,0,0.059013731,0,0
1133,Juncus torreyi,143.0726175,0.134152691,29.8591066,32.94075246,0.490044821,0,0.076912072,0.170089444,-0.355483357
1134,Juncus xiphioides,186.0729002,0.037026869,38.63712085,39.61164581,0.083130753,0,0.155141934,-0.054390904,0
1135,Justicia californica,72.92003171,0.024455338,34.0886131,35.06060305,0.225724115,-0.170322198,0.006287227,-0.078194009,0
1136,Kallstroemia californica,278.9662284,0.107770029,20.42619812,22.53951446,-0.363325079,0,0,0,0
1137,Kallstroemia grandiflora,256.8348062,0.032393825,21.4731694,22.1141933,-0.157760271,0,0,0,0
1138,Kallstroemia parviflora,213.8803559,0.053335472,19.76305394,20.57417361,0,0.017106711,0,0.421282122,0
1139,Kalmia angustifolia,150.2687051,0.080699917,16.95127474,18.4316106,0.288078422,0.152071628,0.001193774,-0.306496179,0.024400729
1140,Kalmia latifolia,184.1193014,0.271016424,22.76260212,36.03070934,0,0,0.031876684,-0.675614733,0.118086331
1141,Kalmia microphylla,187.030579,0.134015673,16.07396056,17.08589566,0.019076586,0,0.016330132,-0.025590443,0.036991908
1142,Kalmia polifolia,183.5220859,0.096410814,22.00873527,23.40540541,0,0,-0.014919016,0,0.07246377
1143,Keckiella antirrhinoides,254.9201293,0.100549043,21.58164522,22.542049,0,0.038858352,-0.276464219,-1.596471104,0
1144,Keckiella breviflora,159.5212862,0.27803813,19.58500327,25.58004535,0.233288576,0,0.032874735,-0.216590279,0.006841174
1145,Keckiella cordifolia,-76.24381321,0.073454212,27.10172755,28.67603191,0.794954171,1.066054049,1.308177302,1.368629416,0
1146,Kelloggia galioides,194.0271726,0.039603997,16.01533723,16.38720571,0,0,0.005604662,0,0.02476374
1147,Koeleria macrantha,128.2352394,0.364119763,16.70686852,22.28251257,0.307585268,0,0.040135663,0,0.060485561
1148,Krameria erecta,141.1847836,0.041156919,32.12029168,33.89515359,0.243435435,-0.063733881,-0.030658902,-0.170707341,-0.008164938
1149,Krameria grayi,167.9116583,0.019528249,35.06156261,36.28889129,0,-0.547700153,0,0,0
1150,Krascheninnikovia ceratoides,196.7070741,0.173797461,38.23105284,45.05717125,0,-0.911616693,0,0,0
1151,Lactuca canadensis,220.7105242,0.193702375,22.10832621,24.44191746,0.234432481,0.513118294,-0.00886513,-0.753889651,-0.255269405
1152,Lactuca serriola,177.7537825,0.03296747,25.82241254,26.43916363,0.281192748,0.488408588,0.024147638,0,-0.032351926
1153,Lactuca tatarica,215.9589425,0.235197379,15.44745037,18.27697842,0.118560536,0.700247325,0.054536952,-0.891088783,-0.100136901
1154,Laennecia coulteri,300.781444,0.04462357,74.79255087,78.27369112,0,-0.335680659,0,-0.752778289,-0.493474576
1155,Lagophylla ramosissima,183.9463773,0.020007147,33.89608087,34.1819726,0,0,0.125218756,0,0
1156,Lamarckia aurea,237.3544734,0.137276982,18.68985555,20.20771634,-0.299733433,0.310561622,2.756804165,-1.771664865,14.20990375
1157,Lamium amplexicaule,164.797242,0.236059502,25.2411156,32.38034743,0.091550462,0.453008536,0.122265205,-1.321882883,0
1158,Lamium purpureum,167.1657939,0.336822023,19.07325936,23.50929956,0.181735222,0.500304363,0.010782175,-1.372611809,0
1159,Langloisia setosissima,120.0557161,0.55880822,16.1603497,26.17936224,0.275952341,-0.481161196,0,0,0
1160,Laphangium luteoalbum,181.5173327,0.045214965,61.87313786,64.53905325,0.167789413,-0.09865539,0.276579825,-0.144047839,0.023973048
1161,Lappula occidentalis,119.589255,0.593064209,20.69398521,34.34133698,0.359671422,-0.221803599,0.079757951,-0.412752843,0.207866752
1162,Lappula redowskii,271.9473522,0.432980374,16.91917813,22.33007353,-0.341325231,-0.223842418,0.033173953,-1.557219927,-0.037425664
1163,Lappula squarrosa,166.110793,0.161361449,20.42577885,21.859714,0.257879142,0.16662065,0.059067205,-0.530215507,-0.066425588
1164,Lapsana communis,196.4292725,0.030295308,25.15427198,26.50729321,0,0,0.043633378,0,0
1165,Larrea tridentata,117.1649899,0.117987595,40.64191816,44.84785066,0.529413798,-0.331493467,0.019503769,-0.167187267,0
1166,Lasthenia californica,115.4264287,0.168571424,17.00319665,19.03039008,0.201429706,0.651202751,0.691764373,-0.864297612,0.178289616
1167,Lasthenia coronaria,96.76923077,0,15.70512821,15.70512821,0,0,0,0,0
1168,Lasthenia fremontii,55.12971399,0.25334754,10.63018228,12.3714921,0.18524275,0.515321294,3.188170646,0,0
1169,Lasthenia glabrata,-59.13470258,0.093630719,16.31738563,17.94545455,0.178954155,-0.308994429,1.640472841,2.026382501,0
1170,Lasthenia gracilis,94.65283533,0.055546851,18.06959937,18.69568133,0.135536634,0,0,0,0
1171,Lasthenia minor,195.1580982,0.159297616,20.11827938,22.69218158,-0.028343234,1.048311694,3.325142027,-2.014822988,1.382226177
1172,Lathyrus lanszwertii,149.6554898,0.308094344,13.55327972,16.78966417,0.153455312,-0.001305546,0.004799488,-0.11029343,0.087849551
1173,Lathyrus latifolius,150.8197742,0.15654052,29.48881854,31.40002687,0.387745836,0,0,0,0
1174,Lathyrus pauciflorus,139.8756852,0.206189884,14.95859114,17.24355507,0,0,0,0,0.29004985
1175,Lathyrus vestitus,90.83859702,0.178058495,27.2393682,30.08479305,0.293076247,0,0.759963235,0,0
1176,Layia glandulosa,134.3824722,0.378363521,16.07710918,21.08832382,0.14660203,-0.089625828,0.126619578,-0.382316624,0.143549283
1177,Layia platyglossa,154.7236943,0.099148849,20.23676117,21.58529018,0.027698729,0.276928822,0.740023043,-0.79724674,0.345262813
1178,Ledum glandulosum,192.0348967,0.052880658,18.90736294,19.94121594,0,0,0.004042202,0,0.045378759
1179,Leersia oryzoides,262.8707859,0.185624957,17.86666121,20.5877193,-0.161806627,0.137028947,-0.018652521,0,0
1180,Lepechinia calycina,149.726203,0.009644627,27.77378265,28.07021313,0.070984314,-0.018668435,0.011504975,0,0
1181,Lepidium campestre,98.41085217,0.349304724,15.38677084,19.53727228,0.413868083,0,0,0,0.121135231
1182,Lepidium densiflorum,126.3195267,0.377596081,19.94749067,24.70344523,0.338948517,-0.184286721,0.099341528,-0.137886201,0
1183,Lepidium didymum,327.650549,0.169464649,41.02600862,46.95695153,0.163203767,0.542589686,0,-2.675266968,-0.625889387
1184,Lepidium draba,159.0327005,0.331390419,19.37510954,24.58522245,0.145000482,-0.122012221,0,-0.431688091,0
1185,Lepidium flavum,99.63111754,0.25314697,16.46693403,19.595794,0.150467942,-0.331602738,1.229755501,0,0
1186,Lepidium fremontii,82.15947068,0.228891434,21.1550601,25.08297521,0.495678226,0,0,-0.162284069,0
1187,Lepidium lasiocarpum,178.7689265,0.255805779,20.9585812,25.77131918,0.052821085,-0.359097868,0,-0.851598304,-0.467999843
1188,Lepidium latifolium,203.2459893,0,39.4258915,39.4258915,2.63E-18,0,0,0,0
1189,Lepidium montanum,174.8140845,0.085003795,24.66110593,27.08134529,0,-0.311895595,-0.051139452,-0.232699241,0.136538289
1190,Lepidium nitidum,48.15505613,0.224815254,19.89742281,21.51807566,0.403682148,0.162779216,0.089968327,0.013544981,0.226895985
1191,Lepidium perfoliatum,171.6814925,0.30731848,16.59087234,19.96199131,0,0,0,-0.622299055,0.153532452
1192,Lepidium thurberi,234.0651647,0.152841268,44.69946836,50.02768166,0,-0.177448389,1.711787593,-0.927011054,0
1193,Lepidium virginicum,129.1696295,0.468143826,32.02201586,49.54272925,0.418059849,-0.225759681,0.106299156,-0.295047192,-0.054277326
1194,Lepidospartum squamatum,263.4310345,0,52.85116924,52.85116924,0,0,0,0,0
1195,Leptodactylon californicum,89.55513323,0.212364385,32.4306612,34.73648354,0,-0.402133159,5.307194317,0.422942454,0
1196,Lessingia glandulifera,217.1294643,0,44.1461655,44.1461655,0,0,0,0,0
1197,Lessingia leptoclada,243.8639562,0.026669925,26.54731516,27.0459708,0,0,-0.083208527,0,0
1198,Lessingia nemaclada,223.6870229,0,31.39455743,31.39455743,0,0,0,0,0
1199,Leucanthemum vulgare,155.3562743,0.280313721,20.85871883,24.50004917,0.26822353,0.290343776,0.024679189,-0.35304563,0.103111729
1200,Lewisia pygmaea,195.061537,0.353199732,14.76535256,18.47214842,0,0.471642479,0.028801929,-0.813608317,0.027428444
1201,Lewisia rediviva,190.4458919,0.571574667,12.47801691,19.76644111,0,-0.002591924,0.011873986,-0.836905075,0.04579589
1202,Leymus cinereus,170.7276673,0.277137162,18.95455101,23.32991458,0.207606726,-0.256350789,0.031616814,-0.327218551,-0.005403615
1203,Leymus condensatus,166.1692775,0.022406722,28.89270544,29.4038,0.088009167,-0.024851507,0.011149686,-0.028299715,0
1204,Leymus triticoides,153.4953865,0.295616623,20.14365444,26.07254191,0.2525586,0,0.037673333,0,0
1205,Liatris punctata,257.95253,0.063205394,14.96434073,15.41983775,-0.205531686,0,-0.000342342,0,0
1206,Ligusticum canbyi,204.2787147,0.277383022,13.61686611,16.54138089,0,0,-0.021563579,-0.290770361,0.115866729
1207,Ligusticum grayi,197.5912524,0.179239121,12.42210303,13.62287415,0,0,0.021214925,0,0.024483177
1208,Lilium columbianum,179.5355176,0.230127581,15.02765166,17.46325684,0,0,0.001746067,0,0.079180484
1209,Limnanthes douglasii,219.7862082,0.344063547,13.64661059,17.28378575,-0.202517454,0,0.802670987,-1.252120759,2.452804264
1210,Limosella aquatica,181.9932906,0.094500178,27.76941889,29.41553719,0.141009211,0,0,0,0.091163363
1211,Linanthus androsaceus,133.9671692,0.151028076,19.82386682,21.98073459,0.247154492,0.580229168,0.048696681,-0.740073484,0
1212,Linanthus aureus,110.454885,0.284471711,14.21762961,17.13012253,0.346199083,0.222241817,0,-0.456798151,0
1213,Linanthus bicolor,97.75810653,0.348575459,17.57990107,21.44354571,0.257717701,0,0.304137456,0,0
1214,Linanthus bigelovii,89.60022364,0.417606936,13.40284731,17.73646999,0.415841105,0.1613838,0.245064304,-0.389824838,0.022584829
1215,Linanthus breviculus,123.7912484,0.291178582,20.2844334,26.41550296,0.183343916,0,0.167282949,-0.059733479,0.077779276
1216,Linanthus ciliatus,145.4566033,0.5544856,15.94054337,25.96162165,0.241332654,-0.199632348,0.024727811,-0.12776916,0.039816018
1217,Linanthus demissus,235.3816845,0.253145807,14.20184253,17.10551509,0.059793784,-0.314442475,-1.303363564,-1.375263807,0
1218,Linanthus dianthiflorus,128.2272399,0.232929747,16.91919727,20.31214999,0.173062905,0,0.262128653,-0.456192935,0
1219,Linanthus dichotomus,106.3589512,0.276339997,17.7221038,20.40998054,0.211624293,-0.077649933,0.286230682,-0.221458162,0.11130976
1220,Linanthus harknessii,148.2909415,0.255252737,13.48834174,15.22537536,0.182236064,0.526276334,0.023712014,0,0.071551255
1221,Linanthus jonesii,256.4189978,0.323260868,13.24785464,15.93096498,0.379239055,0.453707817,1.60303058,-2.487310767,0
1222,Linanthus liniflorus,140.9812567,0.168276087,25.10074852,29.11592392,0.390405133,0.955444838,0.236255502,-1.055229047,0
1223,Linanthus parryae,180.0015182,0.308499266,10.12133491,13.26528926,0,0.219861972,0.45157377,-0.952345261,0
1224,Linanthus parviflorus,141.0947139,0.081111469,18.30177665,19.26455757,0.043165907,0.159204087,0.341402221,-0.402765178,0.349725037
1225,Linanthus pungens,156.5816456,0.181546675,21.4902055,25.54409454,0.158759955,0.885934589,0.039375676,-0.459806497,0.020839567
1226,Linanthus septentrionalis,187.5287485,0.390663159,12.5497621,17.17961623,0,0,0.017138376,-0.563785826,0.065879216
1227,Linaria canadensis,248.0715868,0.442934417,20.48752735,25.49607435,0,0,0.166078415,-1.775271233,0
1228,Linaria dalmatica,193.3005181,0,35.13533249,35.13533249,0,0,3.65E-18,0,0
1229,Linaria vulgaris,248.7252588,0.046743131,26.64532291,27.31482007,-0.275041796,-0.376568275,0.047494271,0,0.025519804
1230,Lindernia dubia,268.4645305,0.07349058,24.45842503,25.28297375,0,0.131234964,-0.123609104,-0.620456624,-0.041955689
1231,Linnaea borealis,185.2302211,0.050550952,14.9850716,15.94600688,0.020735609,0,0.01206618,0,0.044875714
1232,Linum lewisii,81.57788931,0.377931021,22.41884486,29.88543427,0.582169314,-0.236015074,0.033394722,0.190876283,0.023547706
1233,Linum puberulum,150.0843747,0.036535802,44.2610248,45.31727849,0.159332953,-0.064451739,0.082844831,-0.104095182,0.006520452
1234,Lithophragma affine,168.7361394,0.490247812,14.48885565,20.52016383,0.256816741,0.566695451,-0.065950044,-1.353582751,0
1235,Lithophragma bolanderi,162.0619488,0.560290649,17.45840015,25.9472443,0.139068641,-0.176122465,-0.008705293,-0.491052761,0.113003079
1236,Lithophragma glabrum,185.9529371,0.665826976,15.87886024,29.36604444,-0.163834701,0,0.037159514,-1.013174155,0.129085702
1237,Lithophragma parviflorum,200.9887251,0.574305261,13.65426885,22.90858401,-0.115965531,0.098142367,0.010497355,-1.084571052,0.084478649
1238,Lithophragma tenellum,126.0491555,0.303852589,14.79525912,18.32058925,0.086110054,0,0.027698074,-0.108720682,0.156520992
1239,Lithospermum incisum,222.172714,0.530601117,13.62594826,21.56735537,-0.289603826,-0.455525184,0.192256787,-0.93491472,-0.072630683
1240,Lithospermum multiflorum,182.5637847,0.036809855,21.96974328,22.58763165,0.070674065,-0.015925407,-0.052342345,-0.056057289,0.075810379
1241,Lithospermum ruderale,172.441535,0.287992311,14.53104832,18.26084875,0.048478683,0,0,-0.690875936,0.005429795
1242,Lobelia cardinalis,228.3476734,0.102790145,19.83028153,21.51345063,0.095591491,0.337221451,-0.089693054,-0.06169492,0.109767343
1243,Lobelia inflata,224.2333333,0,18.06444444,18.06444444,0,0,0,0,0
1244,Lobelia puberula,265.2858343,0.01712284,18.19708424,18.495488,-0.024233054,0.037335777,-0.02231257,0.041138645,0
1245,Lobelia spicata,176.5112198,0.180041778,16.27926301,18.82571299,0.204829837,0,0,-0.182427785,0
1246,Loeseliastrum matthewsii,80.88688402,0.32241081,17.82665947,22.10964794,0.558659338,0,0,0,0
1247,Loeseliastrum schottii,77.14798534,0.246327624,16.99364941,19.67449449,0.457828406,0,0,0,0
1248,Logfia depressa,158.0580147,0.388543353,13.71716317,18.08116545,0.326976337,-0.053176708,0.842249846,-0.919798186,0
1249,Logfia filaginoides,74.95374066,0.170714901,18.57330626,20.75333476,0.473838237,0.729301658,0.204735866,-0.448447491,0.269739357
1250,Lolium multiflorum,220.0947313,0.390609435,30.63831105,39.93529161,0.089838038,-0.463109717,0.055283936,-0.547453489,-0.115445705
1251,Lolium perenne,128.0433177,0.280399156,28.46358347,35.82743069,0.531661991,0.434682859,0.045460083,-0.458281879,0.03669822
1252,Lomatium ambiguum,191.1360746,0.369087063,16.61447399,22.44482759,-0.135119502,0,0.059071403,-0.734713942,0.107898901
1253,Lomatium bicolor,267.1684353,0.424859901,11.83797828,15.21296875,-0.537701246,0.92864024,0.092427493,-1.468287837,-0.006296296
1254,Lomatium cous,216.9170455,0.495901342,18.01442311,26.5623129,-0.240075402,0,0.006365017,-1.183633554,0.087531824
1255,Lomatium dissectum,224.2771504,0.505536424,14.93028391,22.4695006,-0.259680182,0.116021607,0.02185443,-1.203482376,0.049146715
1256,Lomatium foeniculaceum,150.5706622,0.405123734,14.0226824,17.25531456,0.088704726,0,0,-0.636103542,0.09173235
1257,Lomatium grayi,214.9086793,0.435370793,18.84168046,26.24635272,-0.301879996,0,0.108751299,-1.135366473,0.046202936
1258,Lomatium nevadense,98.66499049,0.308891958,19.58707884,23.20503597,0.196405611,0,0.066349077,-0.136534705,0.177516394
1259,Lomatium nudicaule,114.7637951,0.327169828,17.98450217,22.32698139,0.284403672,0.620591492,0.077598365,-0.544443753,0.000365547
1260,Lomatium triternatum,237.1366188,0.483487145,15.02151334,21.67325373,-0.333718556,0.552681192,0.030345135,-1.421760641,0.035530178
1261,Lomatium utriculatum,95.7971936,0.417108122,15.15760073,19.50774597,0.245432403,-0.150016545,0.322183474,0,0
1262,Lonicera ciliosa,125.2693543,0.230141453,13.92065786,17.09453061,0.287029251,0,0.027753683,0,0
1263,Lonicera conjugialis,200.5688298,0.035887143,21.14278158,21.6184,0,0,0.014198687,0,0
1264,Lonicera hispidula,367.1160672,0.116629031,35.15266894,37.55950033,0.0204193,0,0,-2.162960748,0
1265,Lonicera interrupta,103.5973019,0.138125517,24.90484821,28.46817371,0.470309424,0.314795263,0.092563887,0,0
1266,Lonicera involucrata,195.6846006,0.272149919,22.90174528,27.77290988,0,0,0.001229852,-0.515201895,0.057741974
1267,Lonicera japonica,185.9262554,0.121046078,44.82838041,47.62093624,0.415941123,0.735495052,0.171004198,-0.956544858,-0.548084327
1268,Lonicera subspicata,-229.8846122,0.098788826,46.37817318,47.92699584,1.345078853,1.623840644,0.638354109,2.514686777,0
1269,Lonicera tatarica,116.2940978,0.277903456,11.99685222,14.38127307,0.327258259,0,0.065167745,-0.357416873,0
1270,Lonicera utahensis,164.7857874,0.370691683,16.42293376,21.25172879,0,0,0.016026538,-0.449915911,0.102299399
1271,Lotus corniculatus,190.8523549,0.060225895,27.00951402,28.40300278,0,0,0,-0.099658499,0.120025696
1272,Lotus nevadensis,184.7387557,0.074134983,22.44921199,23.71691565,0.012584408,-0.006923622,0.04482764,-0.01060536,0.02464848
1273,Lotus oblongifolius,159.3896142,0.136101034,20.76888803,22.21775284,0.212948498,0,0.016266061,0,0.028722093
1274,Lotus purshianus,232.6899348,0.035075094,33.91109724,34.61428832,-0.195949502,-0.663447538,0.016950274,0.304235251,0.048566455
1275,Ludwigia palustris,205.6297191,0.143020471,28.74702319,30.69880692,0.300675201,0.282725536,0.055648791,-0.336221866,-0.028698812
1276,Luetkea pectinata,206.2317518,0.14070666,16.03962007,16.64751508,0.111173868,0.383780733,0.00493595,-0.625912743,-0.002909286
1277,Luina hypoleuca,143.1723526,0.390538252,15.69314007,19.87120181,0.437199582,-0.519084572,-0.038498575,0.383618119,0.068961248
1278,Lupinus albifrons,184.6644364,0.143316319,28.39728378,31.84111383,0,-0.038288976,0.206995565,-0.796121877,0
1279,Lupinus andersonii,166.1151876,0.395949752,22.32041926,29.81594337,0.251835183,0.724991984,0.036704777,-0.963331753,0
1280,Lupinus arboreus,151.4050633,0,41.32943439,41.32943439,0,0,0,0,0
1281,Lupinus arbustus,187.8515934,0.448286746,14.97651177,21.00333272,0,0.439136966,0.032778657,-0.833251503,0.042062241
1282,Lupinus argenteus,185.6572794,0.267128036,22.77772207,28.75681485,0.106224919,-0.21912001,0.001208548,-0.56547846,0.044419288
1283,Lupinus arizonicus,273.1932422,0.086969867,19.18726388,20.13966325,-0.074528159,-0.561598258,-3.719077817,-1.634197812,-26.57611153
1284,Lupinus benthamii,111.3278689,0,18.27304488,18.27304488,0,0,0,0,0
1285,Lupinus bicolor,172.0281077,0.179709966,18.65427489,20.23273297,0.099345938,0,0.014499251,-0.7955268,0
1286,Lupinus burkei,155.0447883,0.285829671,19.35240993,22.76289184,0.237053175,0.218592221,0.024811713,-0.271036953,0.03696358
1287,Lupinus caudatus,311.2892968,0.580351763,11.82325635,20.15897732,-0.779411314,-0.557220963,0.064865489,-0.566019643,0.142039655
1288,Lupinus concinnus,103.2860633,0.18900665,17.57743877,19.51865263,0.21273394,0,0.081986849,-0.142732239,0
1289,Lupinus confertus,199.1300493,0.021406686,21.7691846,21.98898146,0.062981512,-0.031585123,0.001135876,-0.052510461,0.01292508
1290,Lupinus depressus,207.3873621,0.46397294,12.18434607,16.50600185,0,2.984154125,0.006967153,-1.894544927,0.030543478
1291,Lupinus excubitus,135.8066042,0.184575868,23.37444203,27.34741872,0.246267913,0.598717399,0.079201398,-0.731462492,0
1292,Lupinus formosus,155.8873264,0.048417471,31.96702872,33.36213992,0,0,0.223785491,0,0.267883331
1293,Lupinus hirsutissimus,92.6191447,0.048961321,22.70503183,23.56802411,0.095195955,0.252819521,0.47663842,-0.192898607,0.090279289
1294,Lupinus latifolius,109.7526819,0.426860919,25.60178905,37.93367347,0.467217334,0,0,0,0.063902108
1295,Lupinus lepidus,89.21792126,0.309534656,19.95060261,25.05452806,0.48858151,0.765713214,0.101566642,-0.289097521,-0.009568663
1296,Lupinus leucophyllus,162.4658108,0.270676081,18.04668578,21.84807761,0.209247374,-0.126961798,-0.007082042,-0.165658052,0.102520921
1297,Lupinus microcarpus,147.1189618,0.097202341,18.75443802,19.86272199,0,0,0.495375107,-0.301067351,0
1298,Lupinus nanus,98.85293647,0.110281988,19.46729418,20.95340778,0.237817676,0,0,0,0
1299,Lupinus polyphyllus,176.8594856,0.368030693,18.78707637,24.46736074,0,0.656514272,0.054556059,-0.701139687,0.089058181
1300,Lupinus sellulus,260.7120633,0.217899045,18.82308771,21.34870694,-0.24910921,-0.027192681,0.012168364,-0.718773997,0.017836673
1301,Lupinus sericeus,202.653928,0.343704658,16.73287928,21.9867545,0,0,0.016184423,-0.716476762,0.024614604
1302,Lupinus sparsiflorus,223.3650387,0.111251031,18.9918941,20.48508248,0,0.144844811,0,-1.628280675,0
1303,Lupinus succulentus,89.69166575,0.018972125,21.54965643,21.698125,0.117009261,0,0,0,0
1304,Lupinus truncatus,79.20954075,0.031162457,22.97517648,23.58825341,0.224520313,0.282646132,0.038734441,-0.105171011,0
1305,Luzula comosa,94.41982682,0.483006106,20.81887879,30.9362482,0.517510987,0,0.037278114,0,0.044086673
1306,Luzula hitchcockii,184.3723688,0.157761258,16.2632808,17.77605582,0,0,0.043083253,0,0.025026949
1307,Luzula multiflora,86.72207517,0.377015058,19.72897994,26.54455862,0.502248361,0.189487551,0.008254256,0,0.140380149
1308,Luzula parviflora,130.84342,0.287759664,19.74862591,23.71753899,0.337492121,0,0.0355046,0,0.029047804
1309,Luzula spicata,130.5838856,0.265938279,13.79054096,15.61795918,0.396109962,0,0.02571642,0,0.007060127
1310,Lycium andersonii,168.6370863,0.101502936,32.19454921,36.54700695,0,-0.595411853,0,-0.514611117,0
1311,Lycium cooperi,136.2227462,0.262200265,14.52517266,17.55327204,0.285985517,0,0,-0.488770318,0
1312,Lycopus americanus,229.4332344,0.105471089,20.12591974,21.14633009,-0.106444237,0.107405474,-0.003616618,0.050026527,-0.025711709
1313,Lycopus uniflorus,233.1424061,0.036518198,16.0077568,16.54914784,-0.020646428,0.009924307,-0.025198388,0,-0.016409916
1314,Lygodesmia juncea,205.7804878,0,18.75272655,18.75272655,0,0,0,0,0
1315,Lyonia ligustrina,180.4789916,0,14.34997528,14.34997528,0,0,0,0,0
1316,Lysimachia ciliata,172.6924893,0.174716532,13.78499771,14.76514895,0.285725438,0.194827602,0.015853339,-0.239906906,-0.062193527
1317,Lysimachia terrestris,190.4580575,0.235517689,18.32665068,21.43838288,0.143688142,0.812251471,-0.038667851,-0.387457953,0.210051159
1318,Lysimachia thyrsiflora,172.1600723,0.043280558,16.95513128,17.39327779,0.017835852,0,0.022030111,-0.004670484,0.041982836
1319,Lythrum californicum,143.8816956,0.044776157,35.80979993,37.20473251,0.529108916,0.517863656,0,0,0
1320,Lythrum hyssopifolia,163.2292698,0.099635141,28.56672961,31.11055384,0.314170849,0,0,0,0
1321,Lythrum salicaria,221.8785245,0.033424693,21.56565113,21.98687136,0,0,-0.05861582,0,0
1322,Machaeranthera tanacetifolia,97.56065249,0.149603068,35.6362811,43.10770031,0.730909558,1.395393633,0,0,-0.206731057
1323,Madia elegans,191.8172074,0.018153681,40.18831287,40.72127262,0,0,0.063815548,0,0.015243332
1324,Madia exigua,147.5800027,0.373602779,14.99117723,20.29862794,0.197463734,0,0.05902686,-0.110756427,0
1325,Madia glomerata,209.4691803,0.053510018,18.45320968,18.69916974,0,0,0,0,0.057235012
1326,Madia gracilis,133.1680726,0.318088908,20.11718483,25.58467394,0.344068694,0.16825869,0.031287997,-0.100981988,0.067147523
1327,Madia sativa,223.0766093,0.115451973,33.32378779,36.28125,0.236869121,-0.100883009,-0.481407375,-0.151358779,0.137538564
1328,Maianthemum racemosum,118.864642,0.345511514,14.93813709,20.46412759,0.312501804,0.113246075,0.006734701,-0.196676068,0.06553708
1329,Maianthemum stellatum,117.2573977,0.345628265,14.07188572,19.03772651,0.330953876,0.187297834,0.002563177,-0.271279701,0.049719327
1330,Malacothamnus fasciculatus,181.213131,0.054303469,46.79783348,49.30833177,0.218586762,-0.186404343,0.237639044,-0.201400347,0.082849982
1331,Malacothamnus fremontii,174.1057878,0.153223938,38.29119063,43.0377414,0.186329094,-0.08180381,0.202735338,-0.077693654,0.040780965
1332,Malacothrix clevelandii,122.4791969,0.13428626,14.11894131,14.932864,0.184511944,0.251460065,0.280957176,-0.244553192,0.001060966
1333,Malacothrix coulteri,119.0778742,0.238806994,12.96605572,14.29449069,0.28049142,0.156958621,0.43456053,-0.543119893,0
1334,Malacothrix floccifera,149.4546037,0.115616092,24.34800795,26.63716504,0.086559593,-0.01336411,0.104695504,-0.042185613,0
1335,Malacothrix glabrata,131.6659151,0.505788538,15.93873927,23.79242979,0.349320444,0,0.191486126,-0.625797476,0
1336,Malacothrix saxatilis,208.1672262,0.009047519,53.46395458,53.82540132,0,-0.382199702,0,0,0
1337,Malcolmia africana,130.785454,0.661706467,13.61600401,25.22222222,0.215032335,-0.111220229,0.18604742,-0.341192333,0.176701048
1338,Malva neglecta,222.3709113,0.105613204,38.48639594,41.39761249,0,0,0.024228498,-0.652538012,0
1339,Malva parviflora,277.5046317,0.406676555,34.69314135,51.76345069,0.007967812,0,0.239169183,-1.889570149,0
1340,Malvella leprosa,202.1595568,0.008029112,45.9125174,46.34807526,0.075194091,0,0.004071678,0,0
1341,Marah fabacea,92.48203533,0.056922295,26.65671911,28.26303155,0.19962316,-0.15540433,0.022231873,-0.022374161,0
1342,Marah macrocarpa,-8.146730518,0.213824149,23.76406251,26.84761558,0.592188187,0.544863925,1.001094372,0.215674769,-0.255319529
1343,Marina parryi,47.50697994,0.039991368,51.86895461,53.30112961,0.752073241,0,0,0,0
1344,Marrubium vulgare,153.558619,0.198877148,37.89360215,45.28995731,0.289275642,-0.296247015,0.091296318,0,-0.126946764
